Date,Region,Category,Units_Sold,Revenue
2024-07-22,West,Groceries,5,412.02
2024-07-22,West,Furniture,5,391.07
2024-07-22,West,Toys,9,293.04
2024-07-23,North,Electronics,12,540.39
2024-07-23,North,Clothing,4,463.57
2024-07-23,North,Groceries,10,561.67
2024-07-23,North,Furniture,8,319.99
2024-07-23,North,Toys,6,555.31
2024-07-23,South,Electronics,3,396.99
2024-07-23,South,Clothing,11,577.19
2024-07-23,South,Groceries,7,360.63
2024-07-23,South,Furniture,7,517.45
2024-07-23,South,Toys,5,525.39
2024-07-23,East,Electronics,5,347.9
2024-07-23,East,Clothing,7,621.42
2024-07-23,East,Groceries,10,771.73
2024-07-23,East,Furniture,7,461.99
2024-07-23,East,Toys,12,482.61
2024-07-23,West,Electronics,9,643.54
2024-07-23,West,Clothing,10,440.72
2024-07-23,West,Groceries,5,540.29
2024-07-23,West,Furniture,4,651.92
2024-07-23,West,Toys,13,433.01
2024-07-24,North,Electronics,8,441.44
2024-07-24,North,Clothing,6,442.3
2024-07-24,North,Groceries,6,251.86
2024-07-24,North,Furniture,11,635.22
2024-07-24,North,Toys,5,440.81
2024-07-24,South,Electronics,10,634.43
2024-07-24,South,Clothing,6,524.45
2024-07-24,South,Groceries,4,315.09
2024-07-24,South,Furniture,7,517.0
2024-07-24,South,Toys,10,392.38
2024-07-24,East,Electronics,7,497.52
2024-07-24,East,Clothing,15,310.39
2024-07-24,East,Groceries,9,510.44
2024-07-24,East,Furniture,9,582.96
2024-07-24,East,Toys,7,324.68
2024-07-24,West,Electronics,7,685.0
2024-07-24,West,Clothing,5,673.97
2024-07-24,West,Groceries,5,575.11
2024-07-24,West,Furniture,9,314.77
2024-07-24,West,Toys,7,401.55
2024-07-25,North,Electronics,11,632.11
2024-07-25,North,Clothing,8,451.55
2024-07-25,North,Groceries,10,632.03
2024-07-25,North,Furniture,5,405.7
2024-07-25,North,Toys,9,481.9
2024-07-25,South,Electronics,8,370.88
2024-07-25,South,Clothing,7,507.25
2024-07-25,South,Groceries,10,411.68
2024-07-25,South,Furniture,6,556.15
2024-07-25,South,Toys,4,505.69
2024-07-25,East,Electronics,12,505.78
2024-07-25,East,Clothing,9,441.03
2024-07-25,East,Groceries,12,735.46
2024-07-25,East,Furniture,5,454.74
2024-07-25,East,Toys,4,531.59
2024-07-25,West,Electronics,5,541.92
2024-07-25,West,Clothing,5,383.83
2024-07-25,West,Groceries,6,689.41
2024-07-25,West,Furniture,9,517.16
2024-07-25,West,Toys,5,556.94
2024-07-26,North,Electronics,6,512.31
2024-07-26,North,Clothing,13,379.12
2024-07-26,North,Groceries,4,412.84
2024-07-26,North,Furniture,11,570.81
2024-07-26,North,Toys,9,633.38
2024-07-26,South,Electronics,4,614.37
2024-07-26,South,Clothing,8,761.45
2024-07-26,South,Groceries,9,313.03
2024-07-26,South,Furniture,8,532.24
2024-07-26,South,Toys,10,508.09
2024-07-26,East,Electronics,8,533.49
2024-07-26,East,Clothing,6,566.64
2024-07-26,East,Groceries,13,784.58
2024-07-26,East,Furniture,7,313.79
2024-07-26,East,Toys,10,191.54
2024-07-26,West,Electronics,7,622.67
2024-07-26,West,Clothing,8,606.24
2024-07-26,West,Groceries,9,623.37
2024-07-26,West,Furniture,7,312.35
2024-07-26,West,Toys,9,658.83
2024-07-27,North,Electronics,11,854.9
2024-07-27,North,Clothing,5,724.96
2024-07-27,North,Groceries,7,417.51
2024-07-27,North,Furniture,8,649.37
2024-07-27,North,Toys,8,588.59
2024-07-27,South,Electronics,6,935.17
2024-07-27,South,Clothing,10,886.18
2024-07-27,South,Groceries,11,678.42
2024-07-27,South,Furniture,6,537.2
2024-07-27,South,Toys,7,515.06
2024-07-27,East,Electronics,7,877.34
2024-07-27,East,Clothing,8,742.78
2024-07-27,East,Groceries,10,524.26
2024-07-27,East,Furniture,9,745.09
2024-07-27,East,Toys,12,521.86
2024-07-27,West,Electronics,7,657.49
2024-07-27,West,Clothing,7,640.64
2024-07-27,West,Groceries,6,822.47
2024-07-27,West,Furniture,6,663.26
2024-07-27,West,Toys,7,330.48
2024-07-28,North,Electronics,7,647.91
2024-07-28,North,Clothing,9,866.82
2024-07-28,North,Groceries,10,569.31
2024-07-28,North,Furniture,6,652.14
2024-07-28,North,Toys,9,782.84
2024-07-28,South,Electronics,6,742.62
2024-07-28,South,Clothing,3,518.21
2024-07-28,South,Groceries,9,679.23
2024-07-28,South,Furniture,7,1333.39
2024-07-28,South,Toys,3,719.71
2024-07-28,East,Electronics,4,549.12
2024-07-28,East,Clothing,10,923.27
2024-07-28,East,Groceries,9,448.83
2024-07-28,East,Furniture,14,674.51
2024-07-28,East,Toys,9,651.29
2024-07-28,West,Electronics,13,441.39
2024-07-28,West,Clothing,7,957.48
2024-07-28,West,Groceries,13,737.57
2024-07-28,West,Furniture,4,560.68
2024-07-28,West,Toys,8,664.24
2024-07-29,North,Electronics,11,497.13
2024-07-29,North,Clothing,5,511.09
2024-07-29,North,Groceries,6,600.33
2024-07-29,North,Furniture,7,579.75
2024-07-29,North,Toys,5,698.42
2024-07-29,South,Electronics,9,544.5
2024-07-29,South,Clothing,11,771.31
2024-07-29,South,Groceries,7,236.77
2024-07-29,South,Furniture,8,532.96
2024-07-29,South,Toys,6,586.01
2024-07-29,East,Electronics,7,602.54
2024-07-29,East,Clothing,5,483.94
2024-07-29,East,Groceries,4,471.86
2024-07-29,East,Furniture,3,326.41
2024-07-29,East,Toys,11,816.35
2024-07-29,West,Electronics,11,647.13
2024-07-29,West,Clothing,6,583.51
2024-07-29,West,Groceries,9,473.86
2024-07-29,West,Furniture,11,608.37
2024-07-29,West,Toys,6,351.82
2024-07-30,North,Electronics,6,607.94
2024-07-30,North,Clothing,4,471.58
2024-07-30,North,Groceries,11,608.59
2024-07-30,North,Furniture,5,480.09
2024-07-30,North,Toys,8,406.7
2024-07-30,South,Electronics,10,686.71
2024-07-30,South,Clothing,4,453.52
2024-07-30,South,Groceries,9,373.09
2024-07-30,South,Furniture,4,308.83
2024-07-30,South,Toys,6,419.39
2024-07-30,East,Electronics,6,429.84
2024-07-30,East,Clothing,9,636.75
2024-07-30,East,Groceries,13,550.94
2024-07-30,East,Furniture,12,508.83
2024-07-30,East,Toys,5,531.61
2024-07-30,West,Electronics,10,606.65
2024-07-30,West,Clothing,10,536.17
2024-07-30,West,Groceries,15,582.01
2024-07-30,West,Furniture,7,416.87
2024-07-30,West,Toys,11,463.3
2024-07-31,North,Electronics,7,472.18
2024-07-31,North,Clothing,15,422.06
2024-07-31,North,Groceries,8,570.37
2024-07-31,North,Furniture,7,487.06
2024-07-31,North,Toys,5,442.45
2024-07-31,South,Electronics,8,543.65
2024-07-31,South,Clothing,8,742.84
2024-07-31,South,Groceries,14,344.24
2024-07-31,South,Furniture,7,382.55
2024-07-31,South,Toys,6,585.5
2024-07-31,East,Electronics,6,394.97
2024-07-31,East,Clothing,6,462.74
2024-07-31,East,Groceries,14,552.25
2024-07-31,East,Furniture,8,356.81
2024-07-31,East,Toys,10,410.03
2024-07-31,West,Electronics,9,388.59
2024-07-31,West,Clothing,5,506.18
2024-07-31,West,Groceries,11,257.48
2024-07-31,West,Furniture,7,372.08
2024-07-31,West,Toys,10,389.4
2024-08-01,North,Electronics,12,458.17
2024-08-01,North,Clothing,7,457.39
2024-08-01,North,Groceries,6,589.15
2024-08-01,North,Furniture,7,539.59
2024-08-01,North,Toys,10,455.17
2024-08-01,South,Electronics,12,424.06
2024-08-01,South,Clothing,4,550.86
2024-08-01,South,Groceries,5,673.25
2024-08-01,South,Furniture,3,541.64
2024-08-01,South,Toys,6,335.5
2024-08-01,East,Electronics,7,367.51
2024-08-01,East,Clothing,3,549.13
2024-08-01,East,Groceries,3,369.12
2024-08-01,East,Furniture,5,375.56
2024-08-01,East,Toys,8,509.54
2024-08-01,West,Electronics,8,611.44
2024-08-01,West,Clothing,6,782.07
2024-08-01,West,Groceries,9,591.11
2024-08-01,West,Furniture,7,520.61
2024-08-01,West,Toys,7,546.97
2024-08-02,North,Electronics,7,669.16
2024-08-02,North,Clothing,4,322.02
2024-08-02,North,Groceries,2,581.91
2024-08-02,North,Furniture,5,442.62
2024-08-02,North,Toys,11,604.81
2024-08-02,South,Electronics,5,343.82
2024-08-02,South,Clothing,6,542.2
2024-08-02,South,Groceries,9,279.99
2024-08-02,South,Furniture,7,357.95
2024-08-02,South,Toys,8,290.2
2024-08-02,East,Electronics,10,429.64
2024-08-02,East,Clothing,9,482.39
2024-08-02,East,Groceries,7,153.31
2024-08-02,East,Furniture,7,491.81
2024-08-02,East,Toys,7,463.85
2024-08-02,West,Electronics,3,371.76
2024-08-02,West,Clothing,12,453.4
2024-08-02,West,Groceries,5,376.35
2024-08-02,West,Furniture,5,592.14
2024-08-02,West,Toys,16,465.66
2024-08-03,North,Electronics,8,614.98
2024-08-03,North,Clothing,5,599.84
2024-08-03,North,Groceries,11,753.51
2024-08-03,North,Furniture,4,321.78
2024-08-03,North,Toys,6,778.8
2024-08-03,South,Electronics,10,547.22
2024-08-03,South,Clothing,11,974.9
2024-08-03,South,Groceries,5,565.57
2024-08-03,South,Furniture,10,450.33
2024-08-03,South,Toys,4,635.4
2024-08-03,East,Electronics,6,719.3
2024-08-03,East,Clothing,9,745.85
2024-08-03,East,Groceries,4,597.14
2024-08-03,East,Furniture,7,544.69
2024-08-03,East,Toys,7,577.33
2024-08-03,West,Electronics,10,810.39
2024-08-03,West,Clothing,8,654.94
2024-08-03,West,Groceries,12,397.56
2024-08-03,West,Furniture,3,718.81
2024-08-03,West,Toys,10,754.9
2024-08-04,North,Electronics,9,609.54
2024-08-04,North,Clothing,9,502.42
2024-08-04,North,Groceries,12,481.83
2024-08-04,North,Furniture,9,497.41
2024-08-04,North,Toys,8,432.04
2024-08-04,South,Electronics,10,695.96
2024-08-04,South,Clothing,11,683.99
2024-08-04,South,Groceries,9,742.51
2024-08-04,South,Furniture,6,860.94
2024-08-04,South,Toys,2,688.81
2024-08-04,East,Electronics,12,779.68
2024-08-04,East,Clothing,6,575.68
2024-08-04,East,Groceries,7,721.7
2024-08-04,East,Furniture,8,684.6
2024-08-04,East,Toys,8,403.59
2024-08-04,West,Electronics,8,729.53
2024-08-04,West,Clothing,5,805.09
2024-08-04,West,Groceries,7,743.34
2024-08-04,West,Furniture,6,522.06
2024-08-04,West,Toys,6,456.23
2024-08-05,North,Electronics,7,547.9
2024-08-05,North,Clothing,7,616.08
2024-08-05,North,Groceries,9,383.4
2024-08-05,North,Furniture,4,571.39
2024-08-05,North,Toys,6,701.04
2024-08-05,South,Electronics,11,451.86
2024-08-05,South,Clothing,9,451.21
2024-08-05,South,Groceries,8,265.93
2024-08-05,South,Furniture,7,460.14
2024-08-05,South,Toys,7,682.23
2024-08-05,East,Electronics,9,555.03
2024-08-05,East,Clothing,10,402.63
2024-08-05,East,Groceries,6,605.0
2024-08-05,East,Furniture,9,418.08
2024-08-05,East,Toys,9,952.05
2024-08-05,West,Electronics,7,606.87
2024-08-05,West,Clothing,7,436.26
2024-08-05,West,Groceries,9,402.36
2024-08-05,West,Furniture,5,828.28
2024-08-05,West,Toys,14,571.68
2024-08-06,North,Electronics,4,451.32
2024-08-06,North,Clothing,4,418.05
2024-08-06,North,Groceries,7,745.5
2024-08-06,North,Furniture,15,560.52
2024-08-06,North,Toys,7,566.03
2024-08-06,South,Electronics,7,417.6
2024-08-06,South,Clothing,8,372.72
2024-08-06,South,Groceries,8,433.34
2024-08-06,South,Furniture,2,493.44
2024-08-06,South,Toys,12,626.8
2024-08-06,East,Electronics,8,461.09
2024-08-06,East,Clothing,11,774.97
2024-08-06,East,Groceries,10,415.31
2024-08-06,East,Furniture,12,327.02
2024-08-06,East,Toys,2,429.38
2024-08-06,West,Electronics,9,733.75
2024-08-06,West,Clothing,8,425.81
2024-08-06,West,Groceries,6,692.49
2024-08-06,West,Furniture,11,536.56
2024-08-06,West,Toys,7,695.61
2024-08-07,North,Electronics,9,525.62
2024-08-07,North,Clothing,3,497.05
2024-08-07,North,Groceries,4,598.98
2024-08-07,North,Furniture,7,334.68
2024-08-07,North,Toys,7,603.06
2024-08-07,South,Electronics,13,547.0
2024-08-07,South,Clothing,5,276.03
2024-08-07,South,Groceries,7,569.73
2024-08-07,South,Furniture,10,856.98
2024-08-07,South,Toys,7,516.06
2024-08-07,East,Electronics,8,609.77
2024-08-07,East,Clothing,8,269.58
2024-08-07,East,Groceries,7,475.16
2024-08-07,East,Furniture,9,313.34
2024-08-07,East,Toys,15,431.75
2024-08-07,West,Electronics,9,688.53
2024-08-07,West,Clothing,8,409.25
2024-08-07,West,Groceries,3,682.35
2024-08-07,West,Furniture,6,496.89
2024-08-07,West,Toys,8,389.21
2024-08-08,North,Electronics,11,555.92
2024-08-08,North,Clothing,6,393.64
2024-08-08,North,Groceries,11,478.06
2024-08-08,North,Furniture,6,806.76
2024-08-08,North,Toys,10,346.97
2024-08-08,South,Electronics,8,510.51
2024-08-08,South,Clothing,9,351.94
2024-08-08,South,Groceries,8,456.77
2024-08-08,South,Furniture,8,584.34
2024-08-08,South,Toys,3,524.52
2024-08-08,East,Electronics,7,464.06
2024-08-08,East,Clothing,7,564.17
2024-08-08,East,Groceries,9,451.8
2024-08-08,East,Furniture,7,576.38
2024-08-08,East,Toys,10,598.06
2024-08-08,West,Electronics,3,380.28
2024-08-08,West,Clothing,5,562.14
2024-08-08,West,Groceries,8,434.58
2024-08-08,West,Furniture,10,694.74
2024-08-08,West,Toys,10,598.1
2024-08-09,North,Electronics,8,593.55
2024-08-09,North,Clothing,6,446.56
2024-08-09,North,Groceries,8,612.17
2024-08-09,North,Furniture,5,614.47
2024-08-09,North,Toys,11,698.97
2024-08-09,South,Electronics,8,395.46
2024-08-09,South,Clothing,7,515.92
2024-08-09,South,Groceries,10,548.47
2024-08-09,South,Furniture,8,251.82
2024-08-09,South,Toys,3,501.93
2024-08-09,East,Electronics,7,456.14
2024-08-09,East,Clothing,9,355.02
2024-08-09,East,Groceries,10,274.84
2024-08-09,East,Furniture,5,448.13
2024-08-09,East,Toys,12,551.05
2024-08-09,West,Electronics,8,178.42
2024-08-09,West,Clothing,2,623.29
2024-08-09,West,Groceries,10,556.69
2024-08-09,West,Furniture,10,679.86
2024-08-09,West,Toys,12,606.36
2024-08-10,North,Electronics,9,621.73
2024-08-10,North,Clothing,10,938.43
2024-08-10,North,Groceries,8,584.62
2024-08-10,North,Furniture,8,594.91
2024-08-10,North,Toys,9,984.56
2024-08-10,South,Electronics,10,442.5
2024-08-10,South,Clothing,17,560.59
2024-08-10,South,Groceries,7,666.32
2024-08-10,South,Furniture,8,548.69
2024-08-10,South,Toys,6,772.03
2024-08-10,East,Electronics,8,335.74
2024-08-10,East,Clothing,9,501.0
2024-08-10,East,Groceries,4,560.95
2024-08-10,East,Furniture,4,576.58
2024-08-10,East,Toys,10,423.04
2024-08-10,West,Electronics,8,739.4
2024-08-10,West,Clothing,7,481.75
2024-08-10,West,Groceries,3,808.53
2024-08-10,West,Furniture,7,563.11
2024-08-10,West,Toys,10,701.75
2024-08-11,North,Electronics,7,617.47
2024-08-11,North,Clothing,9,712.92
2024-08-11,North,Groceries,8,1026.44
2024-08-11,North,Furniture,7,856.84
2024-08-11,North,Toys,13,429.81
2024-08-11,South,Electronics,13,557.59
2024-08-11,South,Clothing,8,749.86
2024-08-11,South,Groceries,4,574.83
2024-08-11,South,Furniture,6,692.98
2024-08-11,South,Toys,8,826.92
2024-08-11,East,Electronics,6,621.41
2024-08-11,East,Clothing,4,641.17
2024-08-11,East,Groceries,11,698.21
2024-08-11,East,Furniture,6,483.04
2024-08-11,East,Toys,6,767.8
2024-08-11,West,Electronics,9,708.89
2024-08-11,West,Clothing,4,117.13
2024-08-11,West,Groceries,8,412.34
2024-08-11,West,Furniture,6,603.34
2024-08-11,West,Toys,10,530.92
2024-08-12,North,Electronics,5,729.31
2024-08-12,North,Clothing,10,705.96
2024-08-12,North,Groceries,6,447.46
2024-08-12,North,Furniture,7,844.8
2024-08-12,North,Toys,6,511.22
2024-08-12,South,Electronics,15,503.79
2024-08-12,South,Clothing,14,241.51
2024-08-12,South,Groceries,11,614.13
2024-08-12,South,Furniture,8,637.93
2024-08-12,South,Toys,10,441.53
2024-08-12,East,Electronics,6,566.36
2024-08-12,East,Clothing,8,620.24
2024-08-12,East,Groceries,10,292.24
2024-08-12,East,Furniture,10,670.62
2024-08-12,East,Toys,7,590.61
2024-08-12,West,Electronics,7,483.47
2024-08-12,West,Clothing,13,583.9
2024-08-12,West,Groceries,8,531.95
2024-08-12,West,Furniture,5,579.42
2024-08-12,West,Toys,9,661.23
2024-08-13,North,Electronics,7,759.17
2024-08-13,North,Clothing,12,345.24
2024-08-13,North,Groceries,10,544.82
2024-08-13,North,Furniture,4,603.57
2024-08-13,North,Toys,15,513.11
2024-08-13,South,Electronics,7,604.79
2024-08-13,South,Clothing,11,802.72
2024-08-13,South,Groceries,8,360.89
2024-08-13,South,Furniture,1,470.28
2024-08-13,South,Toys,12,221.43
2024-08-13,East,Electronics,12,490.66
2024-08-13,East,Clothing,2,393.19
2024-08-13,East,Groceries,9,665.84
2024-08-13,East,Furniture,8,322.48
2024-08-13,East,Toys,8,739.43
2024-08-13,West,Electronics,5,586.23
2024-08-13,West,Clothing,3,461.09
2024-08-13,West,Groceries,9,321.84
2024-08-13,West,Furniture,10,449.81
2024-08-13,West,Toys,7,636.27
2024-08-14,North,Electronics,10,349.18
2024-08-14,North,Clothing,10,498.11
2024-08-14,North,Groceries,4,488.1
2024-08-14,North,Furniture,10,412.76
2024-08-14,North,Toys,7,453.65
2024-08-14,South,Electronics,9,137.33
2024-08-14,South,Clothing,7,339.41
2024-08-14,South,Groceries,10,574.81
2024-08-14,South,Furniture,10,531.88
2024-08-14,South,Toys,7,579.4
2024-08-14,East,Electronics,6,569.25
2024-08-14,East,Clothing,12,437.07
2024-08-14,East,Groceries,5,419.93
2024-08-14,East,Furniture,9,555.46
2024-08-14,East,Toys,5,651.32
2024-08-14,West,Electronics,10,740.69
2024-08-14,West,Clothing,6,228.73
2024-08-14,West,Groceries,10,405.2
2024-08-14,West,Furniture,7,561.49
2024-08-14,West,Toys,10,657.11
2024-08-15,North,Electronics,12,561.92
2024-08-15,North,Clothing,9,698.45
2024-08-15,North,Groceries,11,342.7
2024-08-15,North,Furniture,6,511.85
2024-08-15,North,Toys,10,473.31
2024-08-15,South,Electronics,6,326.29
2024-08-15,South,Clothing,9,337.11
2024-08-15,South,Groceries,8,411.58
2024-08-15,South,Furniture,5,265.79
2024-08-15,South,Toys,6,387.8
2024-08-15,East,Electronics,18,463.32
2024-08-15,East,Clothing,9,613.77
2024-08-15,East,Groceries,5,585.4
2024-08-15,East,Furniture,4,601.35
2024-08-15,East,Toys,1,741.25
2024-08-15,West,Electronics,7,400.06
2024-08-15,West,Clothing,6,462.95
2024-08-15,West,Groceries,9,532.51
2024-08-15,West,Furniture,10,440.57
2024-08-15,West,Toys,8,580.93
2024-08-16,North,Electronics,11,543.5
2024-08-16,North,Clothing,11,553.06
2024-08-16,North,Groceries,10,506.19
2024-08-16,North,Furniture,11,471.93
2024-08-16,North,Toys,2,473.24
2024-08-16,South,Electronics,10,562.26
2024-08-16,South,Clothing,12,635.49
2024-08-16,South,Groceries,5,412.82
2024-08-16,South,Furniture,15,642.88
2024-08-16,South,Toys,10,410.95
2024-08-16,East,Electronics,10,667.46
2024-08-16,East,Clothing,9,461.64
2024-08-16,East,Groceries,2,263.26
2024-08-16,East,Furniture,10,654.09
2024-08-16,East,Toys,7,626.5
2024-08-16,West,Electronics,8,578.47
2024-08-16,West,Clothing,10,579.48
2024-08-16,West,Groceries,9,574.85
2024-08-16,West,Furniture,6,443.58
2024-08-16,West,Toys,5,418.46
2024-08-17,North,Electronics,7,570.0
2024-08-17,North,Clothing,5,333.48
2024-08-17,North,Groceries,12,526.3
2024-08-17,North,Furniture,6,753.12
2024-08-17,North,Toys,11,538.77
2024-08-17,South,Electronics,12,797.43
2024-08-17,South,Clothing,11,708.06
2024-08-17,South,Groceries,7,664.53
2024-08-17,South,Furniture,6,732.6
2024-08-17,South,Toys,3,262.62
2024-08-17,East,Electronics,8,564.72
2024-08-17,East,Clothing,16,544.29
2024-08-17,East,Groceries,5,519.08
2024-08-17,East,Furniture,5,803.65
2024-08-17,East,Toys,8,758.93
2024-08-17,West,Electronics,4,486.32
2024-08-17,West,Clothing,9,669.23
2024-08-17,West,Groceries,8,562.79
2024-08-17,West,Furniture,13,445.13
2024-08-17,West,Toys,8,743.5
2024-08-18,North,Electronics,5,616.08
2024-08-18,North,Clothing,6,499.74
2024-08-18,North,Groceries,9,971.5
2024-08-18,North,Furniture,6,492.2
2024-08-18,North,Toys,11,494.85
2024-08-18,South,Electronics,8,886.96
2024-08-18,South,Clothing,15,800.01
2024-08-18,South,Groceries,9,615.15
2024-08-18,South,Furniture,9,647.72
2024-08-18,South,Toys,7,910.56
2024-08-18,East,Electronics,8,973.14
2024-08-18,East,Clothing,3,410.88
2024-08-18,East,Groceries,9,1057.6
2024-08-18,East,Furniture,9,611.26
2024-08-18,East,Toys,3,548.8
2024-08-18,West,Electronics,7,683.23
2024-08-18,West,Clothing,9,497.9
2024-08-18,West,Groceries,9,754.41
2024-08-18,West,Furniture,13,522.23
2024-08-18,West,Toys,14,436.77
2024-08-19,North,Electronics,9,569.73
2024-08-19,North,Clothing,11,546.53
2024-08-19,North,Groceries,3,750.44
2024-08-19,North,Furniture,6,438.56
2024-08-19,North,Toys,9,496.3
2024-08-19,South,Electronics,7,480.35
2024-08-19,South,Clothing,3,416.8
2024-08-19,South,Groceries,4,387.09
2024-08-19,South,Furniture,6,463.26
2024-08-19,South,Toys,5,398.94
2024-08-19,East,Electronics,7,452.3
2024-08-19,East,Clothing,6,573.85
2024-08-19,East,Groceries,12,370.75
2024-08-19,East,Furniture,6,764.65
2024-08-19,East,Toys,11,661.47
2024-08-19,West,Electronics,7,374.04
2024-08-19,West,Clothing,3,581.34
2024-08-19,West,Groceries,5,528.61
2024-08-19,West,Furniture,11,471.96
2024-08-19,West,Toys,13,622.93
2024-08-20,North,Electronics,8,409.86
2024-08-20,North,Clothing,4,486.74
2024-08-20,North,Groceries,7,530.77
2024-08-20,North,Furniture,12,473.61
2024-08-20,North,Toys,7,355.78
2024-08-20,South,Electronics,10,447.02
2024-08-20,South,Clothing,15,343.61
2024-08-20,South,Groceries,8,610.91
2024-08-20,South,Furniture,9,520.75
2024-08-20,South,Toys,16,271.01
2024-08-20,East,Electronics,10,374.23
2024-08-20,East,Clothing,6,425.34
2024-08-20,East,Groceries,12,478.51
2024-08-20,East,Furniture,7,477.94
2024-08-20,East,Toys,7,562.21
2024-08-20,West,Electronics,6,360.97
2024-08-20,West,Clothing,9,765.16
2024-08-20,West,Groceries,9,319.28
2024-08-20,West,Furniture,5,840.81
2024-08-20,West,Toys,8,377.65
2024-08-21,North,Electronics,11,413.97
2024-08-21,North,Clothing,10,576.16
2024-08-21,North,Groceries,5,570.97
2024-08-21,North,Furniture,9,385.23
2024-08-21,North,Toys,12,292.74
2024-08-21,South,Electronics,9,448.16
2024-08-21,South,Clothing,8,419.08
2024-08-21,South,Groceries,11,602.05
2024-08-21,South,Furniture,5,745.35
2024-08-21,South,Toys,1,619.27
2024-08-21,East,Electronics,6,733.48
2024-08-21,East,Clothing,5,479.5
2024-08-21,East,Groceries,14,248.83
2024-08-21,East,Furniture,5,597.69
2024-08-21,East,Toys,12,353.52
2024-08-21,West,Electronics,3,685.94
2024-08-21,West,Clothing,12,489.63
2024-08-21,West,Groceries,8,537.18
2024-08-21,West,Furniture,10,466.89
2024-08-21,West,Toys,6,514.32
2024-08-22,North,Electronics,8,409.8
2024-08-22,North,Clothing,6,654.99
2024-08-22,North,Groceries,6,483.94
2024-08-22,North,Furniture,5,448.04
2024-08-22,North,Toys,11,314.47
2024-08-22,South,Electronics,11,478.22
2024-08-22,South,Clothing,10,195.18
2024-08-22,South,Groceries,7,401.21
2024-08-22,South,Furniture,4,423.11
2024-08-22,South,Toys,11,394.63
2024-08-22,East,Electronics,6,380.5
2024-08-22,East,Clothing,8,425.9
2024-08-22,East,Groceries,8,516.3
2024-08-22,East,Furniture,5,576.7
2024-08-22,East,Toys,11,354.76
2024-08-22,West,Electronics,4,402.64
2024-08-22,West,Clothing,6,368.05
2024-08-22,West,Groceries,6,453.76
2024-08-22,West,Furniture,7,473.6
2024-08-22,West,Toys,5,655.4
2024-08-23,North,Electronics,5,490.74
2024-08-23,North,Clothing,6,458.79
2024-08-23,North,Groceries,9,427.82
2024-08-23,North,Furniture,2,506.52
2024-08-23,North,Toys,5,489.62
2024-08-23,South,Electronics,12,660.94
2024-08-23,South,Clothing,11,351.27
2024-08-23,South,Groceries,7,442.58
2024-08-23,South,Furniture,4,604.23
2024-08-23,South,Toys,7,627.46
2024-08-23,East,Electronics,8,266.25
2024-08-23,East,Clothing,8,264.12
2024-08-23,East,Groceries,13,506.16
2024-08-23,East,Furniture,10,514.22
2024-08-23,East,Toys,7,418.16
2024-08-23,West,Electronics,10,363.41
2024-08-23,West,Clothing,6,734.61
2024-08-23,West,Groceries,15,535.75
2024-08-23,West,Furniture,6,819.11
2024-08-23,West,Toys,11,690.58
2024-08-24,North,Electronics,9,919.74
2024-08-24,North,Clothing,3,563.84
2024-08-24,North,Groceries,10,171.36
2024-08-24,North,Furniture,5,726.23
2024-08-24,North,Toys,7,756.59
2024-08-24,South,Electronics,8,576.73
2024-08-24,South,Clothing,6,651.61
2024-08-24,South,Groceries,10,278.34
2024-08-24,South,Furniture,8,719.8
2024-08-24,South,Toys,12,495.47
2024-08-24,East,Electronics,7,642.68
2024-08-24,East,Clothing,5,798.85
2024-08-24,East,Groceries,8,632.67
2024-08-24,East,Furniture,9,562.88
2024-08-24,East,Toys,7,386.97
2024-08-24,West,Electronics,7,791.03
2024-08-24,West,Clothing,8,517.35
2024-08-24,West,Groceries,13,700.32
2024-08-24,West,Furniture,7,776.6
2024-08-24,West,Toys,10,504.63
2024-08-25,North,Electronics,2,463.46
2024-08-25,North,Clothing,11,933.14
2024-08-25,North,Groceries,6,569.59
2024-08-25,North,Furniture,6,829.64
2024-08-25,North,Toys,11,848.58
2024-08-25,South,Electronics,6,660.77
2024-08-25,South,Clothing,7,787.89
2024-08-25,South,Groceries,14,687.7
2024-08-25,South,Furniture,9,650.03
2024-08-25,South,Toys,6,507.88
2024-08-25,East,Electronics,7,662.39
2024-08-25,East,Clothing,6,789.93
2024-08-25,East,Groceries,7,798.18
2024-08-25,East,Furniture,9,605.98
2024-08-25,East,Toys,3,514.54
2024-08-25,West,Electronics,9,623.35
2024-08-25,West,Clothing,5,336.58
2024-08-25,West,Groceries,5,697.54
2024-08-25,West,Furniture,5,623.38
2024-08-25,West,Toys,11,771.48
2024-08-26,North,Electronics,7,664.9
2024-08-26,North,Clothing,8,330.72
2024-08-26,North,Groceries,8,493.24
2024-08-26,North,Furniture,3,463.99
2024-08-26,North,Toys,8,626.44
2024-08-26,South,Electronics,5,571.4
2024-08-26,South,Clothing,6,481.02
2024-08-26,South,Groceries,8,292.55
2024-08-26,South,Furniture,10,537.8
2024-08-26,South,Toys,10,648.69
2024-08-26,East,Electronics,7,599.87
2024-08-26,East,Clothing,7,820.84
2024-08-26,East,Groceries,10,624.39
2024-08-26,East,Furniture,8,646.46
2024-08-26,East,Toys,8,312.93
2024-08-26,West,Electronics,9,458.78
2024-08-26,West,Clothing,9,435.36
2024-08-26,West,Groceries,3,372.41
2024-08-26,West,Furniture,5,439.67
2024-08-26,West,Toys,6,380.94
2024-08-27,North,Electronics,16,547.52
2024-08-27,North,Clothing,9,506.29
